,ciclo,Asignatura,Convocatoria,Anho,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Nota.Final,id_anony,Nota.Prom
1,1,COMBUSTION,1,2012,1,2012,11,14,8,[5],es_1,5.0
3,1,COMBUSTION,1,2012,1,2012,11,14,8,"[1, 2]",es_3,1.5
4,1,COMBUSTION,1,2012,0,0,11,4,8,[0],es_4,0.0
12,1,COMBUSTION,1,2012,1,2012,17,26,9,[4],es_12,4.0
16,1,COMBUSTION,1,2012,1,2012,20,23,9,[4],es_16,4.0
20,1,COMBUSTION,1,2012,1,2012,14,24,0,[4],es_20,4.0
26,1,INTRODUCCION A LA SIMULACION,1,2012,1,2012,10,23,7,"[1, 3]",es_1,2.0
27,1,INTRODUCCION A LA SIMULACION,1,2012,0,2012,12,19,7,"[1, 1]",es_3,1.0
41,1,INTRODUCCION A LA SIMULACION,1,2012,0,0,0,0,0,[0],es_38,0.0
42,1,INTRODUCCION A LA SIMULACION,1,2012,1,2012,18,33,8,[5],es_12,5.0
55,1,INTRODUCCION A LA SIMULACION,1,2012,0,0,0,0,0,[0],es_48,0.0
71,1,INGENIERIA DE MANTENIMIENTO,1,2012,1,2012,11,14,0,"[1, 2]",es_1,1.5
72,1,INGENIERIA DE MANTENIMIENTO,1,2012,1,2012,14,11,0,"[1, 2]",es_63,1.5
73,1,INGENIERIA DE MANTENIMIENTO,1,2012,0,0,10,11,0,[0],es_4,0.0
74,1,INGENIERIA DE MANTENIMIENTO,1,2012,0,0,12,0,0,[0],es_64,0.0
75,1,INGENIERIA DE MANTENIMIENTO,1,2012,0,2012,19,23,0,[0],es_65,0.0
76,1,INGENIERIA DE MANTENIMIENTO,1,2012,0,0,1,0,0,[0],es_38,0.0
77,1,INGENIERIA DE MANTENIMIENTO,1,2012,1,2012,13,19,0,"[1, 3]",es_12,2.0
78,1,INGENIERIA DE MANTENIMIENTO,1,2012,0,0,0,0,0,[0],es_66,0.0
79,1,INGENIERIA DE MANTENIMIENTO,1,2012,0,2012,10,16,0,[0],es_16,0.0
80,1,INGENIERIA DE MANTENIMIENTO,1,2012,1,2012,17,20,0,"[1, 4]",es_67,2.5
82,1,EFICIENCIA ENERGETICA,1,2012,1,2012,26,29,0,[5],es_1,5.0
83,1,EFICIENCIA ENERGETICA,1,2012,1,2012,30,25,0,[5],es_69,5.0
84,1,EFICIENCIA ENERGETICA,1,2012,1,2012,30,24,0,[5],es_63,5.0
85,1,EFICIENCIA ENERGETICA,1,2012,1,2012,20,25,0,[4],es_4,4.0
90,1,EFICIENCIA ENERGETICA,1,2012,1,2012,27,29,0,[5],es_64,5.0
101,1,EFICIENCIA ENERGETICA,1,2012,1,2012,26,0,0,[5],es_65,5.0
104,1,EFICIENCIA ENERGETICA,1,2012,0,0,21,0,0,[0],es_38,0.0
105,1,EFICIENCIA ENERGETICA,1,2012,1,2012,26,26,0,[5],es_12,5.0
111,1,EFICIENCIA ENERGETICA,1,2012,0,0,27,0,0,[0],es_66,0.0
120,1,EFICIENCIA ENERGETICA,1,2012,1,2012,26,23,0,[5],es_67,5.0
238,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,0,2012,15,16,0,"[1, 1]",es_1,1.0
240,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,12,20,0,[2],es_69,2.0
241,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,15,14,0,[2],es_63,2.0
244,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,19,21,0,[4],es_64,4.0
249,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,15,20,0,[2],es_12,2.0
254,1,MECANICA DE FLUIDOS AVANZADOS,1,2012,1,2012,20,24,0,[5],es_67,5.0
259,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,0,0,0,[0],es_69,0.0
273,1,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,1,2012,0,0,0,0,0,[0],es_67,0.0
4555,1,ELEMENTOS DE MAQUINAS,1,2012,0,0,0,0,0,[0],es_1060,0.0
4556,1,ELEMENTOS DE MAQUINAS,1,2012,1,2012,10,28,0,[4],es_69,4.0
4557,1,ELEMENTOS DE MAQUINAS,1,2012,1,2012,7,23,0,[3],es_63,3.0
4558,1,ELEMENTOS DE MAQUINAS,1,2012,1,2011,0,0,0,[3],es_3,3.0
4562,1,ELEMENTOS DE MAQUINAS,1,2012,0,0,0,0,0,[0],es_38,0.0
4563,1,ELEMENTOS DE MAQUINAS,1,2012,1,2012,14,23,0,"[1, 3]",es_12,2.0
4566,1,ELEMENTOS DE MAQUINAS,1,2012,0,2011,0,0,0,[0],es_48,0.0
4569,1,ELECTRONICA BASICA,1,2012,0,0,0,0,0,[0],es_589,0.0
4570,1,PROCESOS DE FABRICACION 1,1,2012,0,0,10,0,0,[0],es_1060,0.0
4571,1,PROCESOS DE FABRICACION 1,1,2012,1,2012,14,18,0,[2],es_675,2.0
4572,1,PROCESOS DE FABRICACION 1,1,2012,1,2012,13,16,0,[2],es_472,2.0
4573,1,PROCESOS DE FABRICACION 1,1,2012,1,2012,12,19,0,[3],es_1061,3.0
4574,1,PROCESOS DE FABRICACION 1,1,2012,1,2012,20,24,0,[4],es_3,4.0
4575,1,PROCESOS DE FABRICACION 1,1,2012,0,0,0,0,0,[0],es_685,0.0
4576,1,PROCESOS DE FABRICACION 1,1,2012,1,2012,16,25,0,[4],es_694,4.0
4577,1,PROCESOS DE FABRICACION 1,1,2012,0,2012,12,20,0,[0],es_1062,0.0
4578,1,PROCESOS DE FABRICACION 1,1,2012,1,2012,19,30,0,[5],es_1063,5.0
4579,1,PROCESOS DE FABRICACION 1,1,2012,0,0,0,0,0,[0],es_48,0.0
4580,1,PROCESOS DE FABRICACION 1,1,2012,0,0,16,5,0,[0],es_747,0.0
4581,1,PROCESOS DE FABRICACION 1,1,2012,1,2012,19,20,0,[3],es_630,3.0
4582,1,TRANSFERENCIA DE CALOR,1,2012,0,0,13,0,0,[0],es_675,0.0
4583,1,TRANSFERENCIA DE CALOR,1,2012,1,2012,5,11,0,[4],es_1061,4.0
4584,1,TRANSFERENCIA DE CALOR,1,2012,0,0,0,0,0,[0],es_485,0.0
4585,1,TRANSFERENCIA DE CALOR,1,2012,0,0,12,19,0,[0],es_487,0.0
4586,1,TRANSFERENCIA DE CALOR,1,2012,1,2012,14,15,0,[5],es_685,5.0
4587,1,TRANSFERENCIA DE CALOR,1,2012,1,2012,29,30,0,[5],es_923,5.0
4588,1,TRANSFERENCIA DE CALOR,1,2012,0,0,0,0,0,[0],es_1064,0.0
4589,1,TRANSFERENCIA DE CALOR,1,2012,0,0,8,0,0,[0],es_1062,0.0
4590,1,TRANSFERENCIA DE CALOR,1,2012,1,2012,29,15,0,[2],es_1063,2.0
4591,1,TRANSFERENCIA DE CALOR,1,2012,1,2012,26,26,0,[4],es_756,4.0
4592,1,TRANSFERENCIA DE CALOR,1,2012,0,0,9,0,0,[0],es_630,0.0
4593,1,TRANSFERENCIA DE CALOR,1,2012,1,2012,11,11,0,[3],es_659,3.0
4594,1,TRANSFERENCIA DE CALOR,1,2012,1,2012,18,9,0,[4],es_666,4.0
4595,1,METROLOGIA,1,2012,0,0,0,0,0,[0],es_1060,0.0
4596,1,METROLOGIA,1,2012,1,2012,15,33,0,[4],es_675,4.0
4597,1,METROLOGIA,1,2012,1,2012,8,31,0,[4],es_472,4.0
4598,1,METROLOGIA,1,2012,1,2012,15,33,0,[4],es_1061,4.0
4599,1,METROLOGIA,1,2012,1,2012,12,41,0,[4],es_685,4.0
4600,1,METROLOGIA,1,2012,0,0,0,0,0,[0],es_688,0.0
4601,1,METROLOGIA,1,2012,1,2012,14,27,0,[4],es_694,4.0
4602,1,METROLOGIA,1,2012,1,2012,17,40,0,[5],es_65,5.0
4603,1,METROLOGIA,1,2012,0,0,15,30,0,[0],es_38,0.0
4604,1,METROLOGIA,1,2012,1,2012,17,40,0,[5],es_713,5.0
4605,1,METROLOGIA,1,2012,1,2012,15,26,0,[3],es_1062,3.0
4606,1,METROLOGIA,1,2012,1,2012,15,37,0,[5],es_1063,5.0
4607,1,METROLOGIA,1,2012,0,0,0,0,0,[0],es_48,0.0
4608,1,METROLOGIA,1,2012,0,0,4,0,0,[0],es_747,0.0
4609,1,MATERIALES 2,1,2012,1,2012,15,30,0,[4],es_675,4.0
4610,1,MATERIALES 2,1,2012,1,2011,12,21,0,"[1, 5]",es_472,3.0
4611,1,MATERIALES 2,1,2012,1,2012,18,30,0,[5],es_1061,5.0
4612,1,MATERIALES 2,1,2012,1,2012,14,18,0,[5],es_485,5.0
4613,1,MATERIALES 2,1,2012,1,2012,14,34,0,[5],es_685,5.0
4614,1,MATERIALES 2,1,2012,1,2012,16,19,0,[2],es_694,2.0
4615,1,MATERIALES 2,1,2012,0,2011,0,0,0,[0],es_38,0.0
4616,1,MATERIALES 2,1,2012,1,2012,18,29,0,[5],es_713,5.0
4617,1,MATERIALES 2,1,2012,1,2012,18,36,0,[5],es_1063,5.0
4618,1,MATERIALES 2,1,2012,0,2011,0,0,0,[0],es_48,0.0
4619,1,MATERIALES 2,1,2012,1,2012,16,28,0,[3],es_747,3.0
4620,1,MATERIALES 2,1,2012,1,2012,14,16,0,[5],es_630,5.0
4621,1,MATERIALES 2,1,2012,1,2012,14,27,0,[4],es_666,4.0
4622,1,LABORATORIO MECANICO 1,1,2012,0,0,3,0,0,[0],es_1060,0.0
4623,1,LABORATORIO MECANICO 1,1,2012,1,2012,15,35,0,[2],es_675,2.0
4624,1,LABORATORIO MECANICO 1,1,2012,1,2012,17,41,0,[4],es_1061,4.0
4625,1,LABORATORIO MECANICO 1,1,2012,1,2012,17,38,0,[3],es_694,3.0
4626,1,LABORATORIO MECANICO 1,1,2012,0,2012,9,34,0,[1],es_1062,1.0
4627,1,LABORATORIO MECANICO 1,1,2012,1,2012,15,39,0,[4],es_1063,4.0
4628,1,LABORATORIO MECANICO 1,1,2012,0,0,0,0,0,[0],es_756,0.0
4629,1,LABORATORIO MECANICO 1,1,2012,1,2012,20,45,0,[5],es_659,5.0
4630,1,INTRODUCCION A LA INVESTIGACION,1,2012,1,2011,22,28,0,[5],es_923,5.0
4631,1,INTRODUCCION A LA INVESTIGACION,1,2012,1,2012,16,23,0,[3],es_65,3.0
4632,1,INTRODUCCION A LA INVESTIGACION,1,2012,0,0,5,11,0,[0],es_924,0.0
4633,1,INTRODUCCION A LA INVESTIGACION,1,2012,0,0,1,0,0,[0],es_38,0.0
4634,1,INTRODUCCION A LA INVESTIGACION,1,2012,0,0,0,0,0,[0],es_1064,0.0
4635,1,INTRODUCCION A LA INVESTIGACION,1,2012,1,2012,20,24,0,[5],es_16,5.0
4636,1,INTRODUCCION A LA INVESTIGACION,1,2012,0,0,0,0,0,[0],es_48,0.0
4637,1,INTRODUCCION A LA INVESTIGACION,1,2012,1,2012,8,20,0,[5],es_1065,5.0
4638,1,INSTALACIONES INDUSTRIALES,1,2012,0,2012,16,15,8,[0],es_684,0.0
4639,1,INSTALACIONES INDUSTRIALES,1,2012,0,2012,15,21,8,[0],es_1066,0.0
4640,1,INSTALACIONES INDUSTRIALES,1,2012,1,2012,14,24,8,[4],es_924,4.0
4641,1,INSTALACIONES INDUSTRIALES,1,2012,1,2011,18,22,7,[5],es_20,5.0
4642,1,INSTALACIONES INDUSTRIALES,1,2012,0,2012,19,30,8,[0],es_1065,0.0
4643,1,TERMOTECNIA 2,1,2012,0,2012,10,31,10,[0],es_1066,0.0
4644,1,TERMOTECNIA 2,1,2012,1,2012,15,33,10,[5],es_924,5.0
4645,1,TERMOTECNIA 2,1,2012,0,2012,14,35,10,[0],es_1065,0.0
4646,1,MAQUINAS DE FLUJO,1,2012,1,2012,16,29,0,[5],es_713,5.0
4647,1,MAQUINAS DE FLUJO,1,2012,1,2012,17,36,0,[5],es_1065,5.0
4648,1,MAQUINAS DE FLUJO,1,2012,1,2012,12,24,0,[4],es_756,4.0
4649,1,MAQUINAS DE FLUJO,1,2012,0,0,10,0,0,[0],es_765,0.0
4650,1,INVESTIGACION OPERATIVA,1,2012,0,2011,0,0,0,[0],es_1060,0.0
4652,1,INVESTIGACION OPERATIVA,1,2012,0,2012,13,18,8,[0],es_684,0.0
4653,1,INVESTIGACION OPERATIVA,1,2012,0,0,0,0,0,[0],es_688,0.0
4654,1,INVESTIGACION OPERATIVA,1,2012,1,2012,20,35,10,[5],es_923,5.0
4655,1,INVESTIGACION OPERATIVA,1,2012,0,2012,16,16,8,[0],es_65,0.0
4656,1,INVESTIGACION OPERATIVA,1,2012,0,0,0,0,0,[0],es_858,0.0
4657,1,INVESTIGACION OPERATIVA,1,2012,0,2012,10,20,10,[0],es_924,0.0
4658,1,INVESTIGACION OPERATIVA,1,2012,0,0,0,0,0,[0],es_1064,0.0
4659,1,INVESTIGACION OPERATIVA,1,2012,0,0,10,13,10,[0],es_16,0.0
4660,1,INVESTIGACION OPERATIVA,1,2012,0,0,7,13,10,[0],es_20,0.0
4661,1,INVESTIGACION OPERATIVA,1,2012,1,2012,18,33,9,[5],es_1065,5.0
4662,1,INVESTIGACION OPERATIVA,1,2012,0,0,16,0,4,[0],es_756,0.0
4663,1,TECNICA DE ENERGIAS ALTERNATIVAS,1,2012,1,2012,15,26,8,[4],es_684,4.0
4664,1,TECNICA DE ENERGIAS ALTERNATIVAS,1,2012,0,2012,14,18,8,[0],es_1066,0.0
4665,1,TECNICA DE ENERGIAS ALTERNATIVAS,1,2012,1,2012,11,25,8,[4],es_924,4.0
4666,1,TECNICA DE ENERGIAS ALTERNATIVAS,1,2012,1,2012,17,25,8,[3],es_713,3.0
4667,1,TECNICA DE ENERGIAS ALTERNATIVAS,1,2012,1,2012,14,23,8,[4],es_20,4.0
4668,1,TECNICA DE ENERGIAS ALTERNATIVAS,1,2012,0,2012,15,22,8,[0],es_1065,0.0
4669,1,ECONOMIA Y EVALUACION DE PROYECTO,1,2012,0,0,0,0,0,[0],es_688,0.0
4670,1,ECONOMIA Y EVALUACION DE PROYECTO,1,2012,1,2012,20,31,8,[5],es_65,5.0
4671,1,ECONOMIA Y EVALUACION DE PROYECTO,1,2012,0,0,16,0,0,[0],es_858,0.0
4672,1,ECONOMIA Y EVALUACION DE PROYECTO,1,2012,1,2012,9,16,10,[4],es_924,4.0
4673,1,ECONOMIA Y EVALUACION DE PROYECTO,1,2012,1,2012,18,30,8,[5],es_12,5.0
4674,1,ECONOMIA Y EVALUACION DE PROYECTO,1,2012,0,2012,18,30,8,[0],es_713,0.0
4675,1,ECONOMIA Y EVALUACION DE PROYECTO,1,2012,1,2012,23,29,8,[5],es_16,5.0
4676,1,ECONOMIA Y EVALUACION DE PROYECTO,1,2012,1,2012,23,29,8,[5],es_1065,5.0
4678,1,MANTENIMIENTO MECANICO,1,2012,0,2011,11,24,8,[0],es_66,0.0
4679,1,LEGISLACION,1,2012,1,2012,0,0,0,[3],es_1,3.0
4680,1,LEGISLACION,1,2012,1,2012,0,0,0,[5],es_69,5.0
4681,1,LEGISLACION,1,2012,1,2012,0,0,0,[4],es_63,4.0
4682,1,LEGISLACION,1,2012,1,2012,22,0,0,[4],es_1067,4.0
4683,1,LEGISLACION,1,2012,1,2012,0,0,0,[2],es_4,2.0
4684,1,LEGISLACION,1,2012,1,2012,19,0,0,[5],es_64,5.0
4685,1,LEGISLACION,1,2012,1,2012,14,0,0,[3],es_514,3.0
4686,1,LEGISLACION,1,2012,1,2012,0,0,0,[4],es_12,4.0
4687,1,LEGISLACION,1,2012,1,2012,19,0,0,[4],es_17,4.0
4688,1,LEGISLACION,1,2012,1,2012,13,0,0,[3],es_551,3.0
4689,1,LEGISLACION,1,2012,1,2012,21,0,0,[5],es_67,5.0
4690,1,LEGISLACION,1,2012,0,2012,8,0,0,[0],es_771,0.0
4691,1,LEGISLACION,1,2012,1,2012,16,0,0,[3],es_25,3.0
4692,1,ORGANIZACION INDUSTRIAL Y SEGURIDAD DEL TRABAJO,1,2012,1,2012,22,34,10,[5],es_69,5.0
4693,1,ORGANIZACION INDUSTRIAL Y SEGURIDAD DEL TRABAJO,1,2012,1,2012,17,26,10,[4],es_63,4.0
4694,1,ORGANIZACION INDUSTRIAL Y SEGURIDAD DEL TRABAJO,1,2012,0,0,18,31,8,[0],es_3,0.0
4695,1,ORGANIZACION INDUSTRIAL Y SEGURIDAD DEL TRABAJO,1,2012,1,2012,15,36,8,[5],es_1067,5.0
4696,1,ORGANIZACION INDUSTRIAL Y SEGURIDAD DEL TRABAJO,1,2012,1,2012,21,26,9,[5],es_4,5.0
4697,1,ORGANIZACION INDUSTRIAL Y SEGURIDAD DEL TRABAJO,1,2012,1,2012,19,33,10,[5],es_64,5.0
4698,1,ORGANIZACION INDUSTRIAL Y SEGURIDAD DEL TRABAJO,1,2012,1,2012,19,36,10,[5],es_67,5.0
4699,1,CALIDAD E IMPACTO AMBIENTAL,1,2012,1,2012,10,31,0,[4],es_1,4.0
4700,1,CALIDAD E IMPACTO AMBIENTAL,1,2012,1,2012,17,33,0,[5],es_69,5.0
4701,1,CALIDAD E IMPACTO AMBIENTAL,1,2012,1,2012,11,28,0,[3],es_63,3.0
4702,1,CALIDAD E IMPACTO AMBIENTAL,1,2012,1,2012,14,34,0,[4],es_3,4.0
4703,1,CALIDAD E IMPACTO AMBIENTAL,1,2012,1,2012,15,32,0,[4],es_1067,4.0
4704,1,CALIDAD E IMPACTO AMBIENTAL,1,2012,1,2012,12,27,0,[4],es_4,4.0
4705,1,CALIDAD E IMPACTO AMBIENTAL,1,2012,1,2012,10,33,0,[4],es_64,4.0
4706,1,CALIDAD E IMPACTO AMBIENTAL,1,2012,1,2012,13,36,0,[4],es_12,4.0
4708,1,CALIDAD E IMPACTO AMBIENTAL,1,2012,1,2012,16,39,0,[5],es_67,5.0
4709,1,PASANTIAS,1,2012,1,2012,0,0,0,[5],es_1067,5.0
408,2,GESTION DE PROYECTOS,2,2012,1,2012,20,33,8,[5],es_1,5.0
413,2,GESTION DE PROYECTOS,2,2012,1,2012,20,30,5,[5],es_1459,5.0
415,2,GESTION DE PROYECTOS,2,2012,1,2012,20,31,7,[5],es_65,5.0
416,2,GESTION DE PROYECTOS,2,2012,0,0,0,0,0,[0],es_38,0.0
418,2,GESTION DE PROYECTOS,2,2012,0,2012,19,32,7,[0],es_713,0.0
421,2,GESTION DE PROYECTOS,2,2012,1,2012,21,33,8,[5],es_16,5.0
432,2,GESTION DE PROYECTOS,2,2012,1,2012,20,32,8,[5],es_1065,5.0
5723,2,MECANICA DE FLUIDOS,1,2012,1,2012,6,28,10,[4],es_472,4.0
5724,2,MECANICA DE FLUIDOS,1,2012,1,2012,19,30,10,[5],es_485,5.0
5725,2,MECANICA DE FLUIDOS,1,2012,1,2012,14,36,10,[5],es_486,5.0
5726,2,MECANICA DE FLUIDOS,1,2012,1,2012,8,24,10,[2],es_487,2.0
5727,2,MECANICA DE FLUIDOS,1,2012,1,2012,18,15,10,[3],es_501,3.0
5728,2,MECANICA DE FLUIDOS,1,2012,1,2012,19,34,8,[5],es_923,5.0
5729,2,MECANICA DE FLUIDOS,1,2012,1,2012,16,28,7,[4],es_542,4.0
5730,2,MECANICA DE FLUIDOS,1,2012,1,2012,16,15,8,[3],es_556,3.0
5731,2,MECANICA DE FLUIDOS,1,2012,1,2012,18,8,10,[2],es_558,2.0
5732,2,MECANICA DE FLUIDOS,1,2012,1,2012,14,19,10,[2],es_444,2.0
5733,2,MECANICA DE FLUIDOS,1,2012,1,2012,14,24,10,[3],es_626,3.0
5734,2,MECANICA DE FLUIDOS,1,2012,1,2012,21,24,10,[4],es_630,4.0
5735,2,MECANICA DE FLUIDOS,1,2012,1,2012,16,30,10,[5],es_648,5.0
5736,2,MECANICA DE FLUIDOS,1,2012,1,2012,16,24,10,[4],es_659,4.0
5737,2,MECANICA DE FLUIDOS,1,2012,1,2012,18,24,9,[5],es_666,5.0
5738,2,MATERIALES 1,1,2012,0,0,0,0,0,[0],es_475,0.0
5739,2,MATERIALES 1,1,2012,1,2012,13,23,8,[4],es_486,4.0
5742,2,MATERIALES 1,1,2012,0,0,10,17,6,[0],es_501,0.0
5744,2,MATERIALES 1,1,2012,1,2012,16,27,8,[4],es_923,4.0
5748,2,MATERIALES 1,1,2012,1,2012,7,15,8,[3],es_924,3.0
5749,2,MATERIALES 1,1,2012,0,0,7,13,7,[0],es_542,0.0
5750,2,MATERIALES 1,1,2012,1,2012,8,16,6,"[1, 2]",es_1064,1.5
5751,2,MATERIALES 1,1,2012,0,0,5,0,0,[0],es_556,0.0
5752,2,MATERIALES 1,1,2012,0,0,0,0,0,[0],es_557,0.0
5755,2,MATERIALES 1,1,2012,1,2012,19,27,7,[4],es_756,4.0
5756,2,MATERIALES 1,1,2012,0,0,3,9,6,[0],es_444,0.0
5757,2,MATERIALES 1,1,2012,0,0,2,0,0,[0],es_765,0.0
5758,2,MATERIALES 1,1,2012,0,0,0,0,0,[0],es_1465,0.0
5761,2,MATERIALES 1,1,2012,0,0,2,0,0,[0],es_648,0.0
5763,2,MATERIALES 1,1,2012,1,2012,10,21,7,[3],es_657,3.0
5764,2,MATERIALES 1,1,2012,0,2012,12,18,5,[0],es_1504,0.0
5765,2,TERMODINAMICA,1,2012,0,0,10,2,6,[0],es_475,0.0
5766,2,TERMODINAMICA,1,2012,1,2012,10,34,8,[4],es_859,4.0
5767,2,TERMODINAMICA,1,2012,1,2011,13,36,9,[5],es_485,5.0
5768,2,TERMODINAMICA,1,2012,1,2012,22,32,9,[5],es_486,5.0
5769,2,TERMODINAMICA,1,2012,1,2011,17,27,7,[3],es_487,3.0
5771,2,TERMODINAMICA,1,2012,1,2012,15,28,6,[3],es_694,3.0
5772,2,TERMODINAMICA,1,2012,1,2012,16,32,6,[4],es_501,4.0
5775,2,TERMODINAMICA,1,2012,0,0,0,0,0,[0],es_1467,0.0
5779,2,TERMODINAMICA,1,2012,0,0,7,7,3,[0],es_925,0.0
5782,2,TERMODINAMICA,1,2012,0,0,9,12,5,[0],es_542,0.0
5783,2,TERMODINAMICA,1,2012,0,2011,0,0,0,[0],es_1064,0.0
5785,2,TERMODINAMICA,1,2012,1,2012,17,24,9,[4],es_556,4.0
5786,2,TERMODINAMICA,1,2012,1,2012,11,30,9,[4],es_557,4.0
5787,2,TERMODINAMICA,1,2012,0,2012,13,31,8,[0],es_558,0.0
5792,2,TERMODINAMICA,1,2012,1,2012,18,27,6,[4],es_444,4.0
5793,2,TERMODINAMICA,1,2012,0,2012,16,27,3,[0],es_613,0.0
5794,2,TERMODINAMICA,1,2012,0,2012,17,34,8,[0],es_765,0.0
5795,2,TERMODINAMICA,1,2012,1,2012,21,30,7,[5],es_626,5.0
5796,2,TERMODINAMICA,1,2012,1,2011,17,32,8,[4],es_630,4.0
5797,2,TERMODINAMICA,1,2012,0,2012,15,27,6,[0],es_1465,0.0
5799,2,TERMODINAMICA,1,2012,0,0,9,0,2,[0],es_642,0.0
5801,2,TERMODINAMICA,1,2012,1,2012,11,27,9,[4],es_657,4.0
5804,2,MECANISMOS,1,2012,1,2012,13,16,10,"[1, 3]",es_472,2.0
5805,2,MECANISMOS,1,2012,1,2012,21,30,8,[5],es_1061,5.0
5806,2,MECANISMOS,1,2012,1,2012,14,32,10,[3],es_485,3.0
5807,2,MECANISMOS,1,2012,1,2012,16,30,10,[5],es_486,5.0
5808,2,MECANISMOS,1,2012,1,2012,22,13,8,[3],es_487,3.0
5809,2,MECANISMOS,1,2012,1,2012,14,31,10,[4],es_685,4.0
5811,2,MECANISMOS,1,2012,1,2012,18,9,8,"[1, 3]",es_694,2.0
5812,2,MECANISMOS,1,2012,1,2012,20,24,9,"[1, 4]",es_501,2.5
5813,2,MECANISMOS,1,2012,1,2011,0,0,0,[2],es_1066,2.0
5815,2,MECANISMOS,1,2012,1,2012,22,30,10,[5],es_923,5.0
5818,2,MECANISMOS,1,2012,0,0,11,0,4,[0],es_542,0.0
5820,2,MECANISMOS,1,2012,0,0,16,0,0,[0],es_1062,0.0
5821,2,MECANISMOS,1,2012,0,2012,18,0,9,[0],es_556,0.0
5822,2,MECANISMOS,1,2012,0,2012,17,13,9,[0],es_558,0.0
5823,2,MECANISMOS,1,2012,1,2012,22,30,8,[4],es_1063,4.0
5826,2,MECANISMOS,1,2012,1,2012,18,31,7,"[1, 5]",es_444,3.0
5827,2,MECANISMOS,1,2012,1,2012,15,15,10,[2],es_613,2.0
5828,2,MECANISMOS,1,2012,1,2012,13,30,9,[5],es_765,5.0
5830,2,MECANISMOS,1,2012,1,2012,18,8,9,[2],es_626,2.0
5831,2,MECANISMOS,1,2012,1,2012,14,20,9,"[1, 3]",es_629,2.0
5832,2,MECANISMOS,1,2012,1,2012,20,31,10,[5],es_630,5.0
5834,2,MECANISMOS,1,2012,0,0,0,0,4,[0],es_648,0.0
5836,2,MECANISMOS,1,2012,1,2012,15,34,8,[5],es_659,5.0
5837,2,MECANISMOS,1,2012,1,2012,16,27,9,[5],es_666,5.0
5838,2,ELECTROTECNIA,1,2012,1,2012,24,27,8,[5],es_1061,5.0
5839,2,ELECTROTECNIA,1,2012,1,2012,6,36,7,[5],es_485,5.0
5840,2,ELECTROTECNIA,1,2012,1,2012,6,18,8,[5],es_487,5.0
5841,2,ELECTROTECNIA,1,2012,1,2012,12,31,7,[4],es_685,4.0
5842,2,ELECTROTECNIA,1,2012,1,2012,17,31,7,[4],es_923,4.0
5843,2,ELECTROTECNIA,1,2012,1,2012,6,31,8,[4],es_924,4.0
5844,2,ELECTROTECNIA,1,2012,1,2012,0,27,8,[3],es_1064,3.0
5845,2,ELECTROTECNIA,1,2012,0,0,0,0,0,[0],es_1062,0.0
5846,2,ELECTROTECNIA,1,2012,1,2012,18,27,8,[4],es_1063,4.0
5847,2,ELECTROTECNIA,1,2012,1,2012,12,31,7,[4],es_756,4.0
5848,2,ELECTROTECNIA,1,2012,1,2012,18,32,7,[5],es_630,5.0
5849,2,ELECTROTECNIA,1,2012,0,2012,17,5,7,[0],es_659,0.0
5850,2,ELECTROTECNIA,1,2012,0,0,0,0,0,[0],es_666,0.0
5851,2,MECANICA DE SOLIDOS,1,2012,1,2012,16,14,10,"[1, 1, 5]",es_1,2.3333333333333335
5852,2,MECANICA DE SOLIDOS,1,2012,1,2012,20,17,10,"[1, 3]",es_4,2.0
5855,2,MECANICA DE SOLIDOS,1,2012,1,2012,20,24,10,[5],es_65,5.0
5858,2,MECANICA DE SOLIDOS,1,2012,1,2012,12,19,10,[2],es_713,2.0
5861,2,MECANICA DE SOLIDOS,1,2012,1,2012,12,13,10,"[1, 4]",es_20,2.5
5862,2,MECANICA DE SOLIDOS,1,2012,1,2012,14,36,10,[5],es_1065,5.0
5870,2,PROCESOS DE FABRICACION 2,1,2012,1,2012,24,29,4,[5],es_675,5.0
5871,2,PROCESOS DE FABRICACION 2,1,2012,1,2012,23,25,4,[4],es_3,4.0
5872,2,PROCESOS DE FABRICACION 2,1,2012,1,2012,19,25,4,[4],es_16,4.0
5873,2,TERMOTECNIA 1,1,2012,0,2011,0,0,0,[1],es_1060,1.0
5874,2,TERMOTECNIA 1,1,2012,0,2012,6,13,8,[1],es_1061,1.0
5875,2,TERMOTECNIA 1,1,2012,1,2012,9,31,9,[4],es_685,4.0
5876,2,TERMOTECNIA 1,1,2012,1,2011,10,0,0,[2],es_1066,2.0
5877,2,TERMOTECNIA 1,1,2012,1,2012,18,30,9,[5],es_923,5.0
5878,2,TERMOTECNIA 1,1,2012,1,2012,9,21,8,[4],es_1063,4.0
5879,2,TERMOTECNIA 1,1,2012,1,2011,15,25,9,[4],es_1065,4.0
5880,2,TERMOTECNIA 1,1,2012,1,2012,12,28,8,[5],es_756,5.0
