,Unnamed: 0,danho,ciclo,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final,Tercer.Par,Asis,Cuarto.Par,4P_60,id_anony
4429,4429,2012,1,5512,SENSORES REMOTOS 2,CGF-175-09,6,1,2012,1,S,2012,14,29,10,0,0,1F-3,0.0,1.0,,,es_1048
4430,4430,2012,1,5512,SENSORES REMOTOS 2,CGF-175-09,6,1,2012,1,S,2012,10,29,10,0,0,1F-3,0.0,1.0,,,es_1049
4431,4431,2012,1,5512,SENSORES REMOTOS 2,CGF-175-09,6,1,2012,1,S,2012,0,0,0,0,0,"1F-1,2F-3",0.0,0.0,,,es_169
4432,4432,2012,1,5512,SENSORES REMOTOS 2,CGF-175-09,6,1,2012,1,S,2012,21,29,10,0,0,1F-5,0.0,1.0,,,es_170
4433,4433,2012,1,5513,GEODESIA GEOMETRICA,CGF-PLS09 ,6,1,2012,1,N,0,0,18,0,0,0,,0.0,1.0,,,es_414
4434,4434,2012,1,5513,GEODESIA GEOMETRICA,CGF-PLS09 ,6,1,2012,1,S,2012,31,29,0,0,0,3F-4,0.0,1.0,,,es_824
4435,4435,2012,1,5513,GEODESIA GEOMETRICA,CGF-PLS09 ,6,1,2012,1,S,2012,31,29,0,0,0,1F-5,0.0,1.0,,,es_1050
4436,4436,2012,1,5514,SOCIOLOGIA,CGF-PLS09 ,6,1,2012,1,S,2012,22,22,0,0,0,1F-5,0.0,1.0,,,es_828
4437,4437,2012,1,5514,SOCIOLOGIA,CGF-PLS09 ,6,1,2012,1,S,2012,12,21,0,0,0,1F-4,0.0,1.0,,,es_1051
4438,4438,2012,1,5514,SOCIOLOGIA,CGF-PLS09 ,6,1,2012,1,N,2012,12,19,0,0,0,,0.0,1.0,,,es_413
4439,4439,2012,1,5516,HIDROLOGIA GENERAL E HIDRAULICA,CGF-175-09,6,1,2012,1,S,2012,15,33,0,0,0,1F-5,0.0,1.0,,,es_1048
4440,4440,2012,1,5516,HIDROLOGIA GENERAL E HIDRAULICA,CGF-PLS09 ,6,1,2012,1,N,0,11,0,10,0,0,,0.0,1.0,,,es_255
4441,4441,2012,1,5516,HIDROLOGIA GENERAL E HIDRAULICA,CGF-175-09,6,1,2012,1,S,2012,9,28,0,0,0,2F-2,0.0,1.0,,,es_1049
4442,4442,2012,1,5516,HIDROLOGIA GENERAL E HIDRAULICA,CGF-PLS09 ,6,1,2012,1,N,2012,16,28,10,0,0,,0.0,1.0,,,es_824
4443,4443,2012,1,5516,HIDROLOGIA GENERAL E HIDRAULICA,CGF-PLS09 ,6,1,2012,1,S,2012,20,26,10,0,0,1F-5,0.0,1.0,,,es_365
4444,4444,2012,1,5517,CARTOGRAFIA 2,CGF-PLS09 ,6,1,2012,1,S,2012,20,41,0,0,0,2F-5,0.0,1.0,,,es_824
4445,4445,2012,1,5517,CARTOGRAFIA 2,CGF-PLS09 ,6,1,2012,1,S,2012,25,39,0,0,0,1F-5,0.0,1.0,,,es_1050
4446,4446,2012,1,5523,LEVANTAMIENTO REGIONALES Y CATASTRALES,CGF-PLS09 ,8,1,2012,1,S,2012,15,32,0,0,0,"1F-1,3F-5",0.0,1.0,,,es_1052
4447,4447,2012,1,5524,ASTRONOMIA,CGF-175-09,8,1,2012,1,S,2012,18,35,0,0,0,1F-4,0.0,1.0,,,es_1048
4448,4448,2012,1,5524,ASTRONOMIA,CGF-175-09,8,1,2012,1,S,2012,21,35,0,0,0,1F-5,0.0,1.0,,,es_1049
4449,4449,2012,1,5524,ASTRONOMIA,CGF-175-09,8,1,2012,1,S,2012,18,33,0,0,0,1F-4,0.0,1.0,,,es_170
4450,4450,2012,1,5525,GEOMORFOLOGIA,CGF-PLS09 ,8,1,2012,1,N,0,16,0,0,0,0,,0.0,1.0,,,es_1053
4451,4451,2012,1,5525,GEOMORFOLOGIA,CGF-PLS09 ,8,1,2012,1,N,0,11,0,0,0,0,,0.0,0.0,,,es_414
4452,4452,2012,1,5527,GEODESIA GRAVIMETRICA,CGF-PLS09 ,8,1,2012,1,S,2012,25,35,9,0,0,2F-5,0.0,1.0,,,es_1054
4453,4453,2012,1,5527,GEODESIA GRAVIMETRICA,CGF-PLS09 ,8,1,2012,1,S,2012,20,35,7,0,0,3F-5,0.0,1.0,,,es_1053
4454,4454,2012,1,5527,GEODESIA GRAVIMETRICA,CGF-PLS09 ,8,1,2012,1,S,2012,25,35,9,0,0,2F-5,0.0,1.0,,,es_1045
4455,4455,2012,1,5527,GEODESIA GRAVIMETRICA,CGF-PLS09 ,8,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_1055
4456,4456,2012,1,5527,GEODESIA GRAVIMETRICA,CGF-PLS09 ,8,1,2012,1,S,2012,0,0,0,0,0,2F-4,0.0,1.0,,,es_1046
4457,4457,2012,1,5527,GEODESIA GRAVIMETRICA,CGF-PLS09 ,8,1,2012,1,S,2012,25,33,5,0,0,3F-5,0.0,1.0,,,es_1047
4458,4458,2012,1,5527,GEODESIA GRAVIMETRICA,CGF-PLS09 ,8,1,2012,1,S,2012,15,35,4,0,0,2F-5,0.0,1.0,,,es_579
4459,4459,2012,1,5527,GEODESIA GRAVIMETRICA,CGF-PLS09 ,8,1,2012,1,S,2012,25,33,4,0,0,2F-5,0.0,1.0,,,es_1050
4460,4460,2012,1,5527,GEODESIA GRAVIMETRICA,CGF-PLS09 ,8,1,2012,1,S,2012,25,35,9,0,0,2F-4,0.0,1.0,,,es_443
4461,4461,2012,1,5532,CONTABILIDAD Y ADM. FINANCIERA,CGF-PLS09 ,9,1,2012,1,N,0,14,15,4,0,0,,0.0,1.0,,,es_1056
4462,4462,2012,1,5533,EVALUACION Y GESTION AMBIENTAL,CGF-PLS09 ,10,1,2012,1,N,2012,0,0,0,0,0,,0.0,1.0,,,es_411
4463,4463,2012,1,5533,EVALUACION Y GESTION AMBIENTAL,CGF-PLS09 ,10,1,2012,1,N,2012,0,0,0,0,0,,0.0,1.0,,,es_413
4464,4464,2012,1,5534,VIAS DE COMUNICACION,CGF-PLS09 ,10,1,2012,1,N,2012,13,18,4,0,0,3F-1,0.0,1.0,,,es_1053
4465,4465,2012,1,5534,VIAS DE COMUNICACION,CGF-PLS09 ,10,1,2012,1,S,2012,15,26,4,0,0,3F-3,0.0,1.0,,,es_824
4466,4466,2012,1,5534,VIAS DE COMUNICACION,CGF-PLS09 ,10,1,2012,1,S,2012,20,20,4,0,0,2F-3,0.0,1.0,,,es_1057
4467,4467,2012,1,5534,VIAS DE COMUNICACION,CGF-PLS09 ,10,1,2012,1,N,2012,15,21,0,0,0,,0.0,1.0,,,es_172
4468,4468,2012,1,5534,VIAS DE COMUNICACION,CGF-PLS09 ,10,1,2012,1,N,0,17,11,0,0,0,,0.0,1.0,,,es_171
4469,4469,2012,1,5535,AVALUO Y TASACION,CGF-PLS09 ,10,1,2012,1,N,2012,11,17,7,0,0,,0.0,1.0,,,es_822
4470,4470,2012,1,5535,AVALUO Y TASACION,CGF-175-09,10,1,2012,1,N,2012,7,22,6,0,0,2F-1,0.0,1.0,,,es_1048
4473,4473,2012,1,5535,AVALUO Y TASACION,CGF-PLS09 ,10,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_1056
4479,4479,2012,1,5535,AVALUO Y TASACION,CGF-PLS09 ,10,1,2012,1,N,0,9,23,10,0,0,,0.0,1.0,,,es_413
4486,4486,2012,1,5535,AVALUO Y TASACION,CGF-PLS09 ,10,1,2012,1,N,0,7,0,0,0,0,,0.0,1.0,,,es_172
4492,4492,2012,1,5535,AVALUO Y TASACION,CGF-PLS09 ,10,1,2012,1,N,0,12,0,0,0,0,,0.0,1.0,,,es_171
4499,4499,2012,1,5536,ADMINISTRACION DE EMPRESAS,CGF-PLS09 ,10,1,2012,1,S,2011,0,0,0,0,0,2F-3,0.0,0.0,,,es_411
4500,4500,2012,1,5536,ADMINISTRACION DE EMPRESAS,CGF-PLS09 ,10,1,2012,1,N,2012,21,21,2,0,0,,0.0,0.0,,,es_123
4501,4501,2012,1,5536,ADMINISTRACION DE EMPRESAS,CGF-PLS09 ,10,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_579
4502,4502,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,S,2012,26,20,0,0,0,2F-2,0.0,1.0,,,es_1051
4503,4503,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,S,2012,13,22,0,0,0,2F-4,0.0,1.0,,,es_822
4504,4504,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,0,2,0,0,0,0,,0.0,1.0,,,es_255
4505,4505,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_411
4506,4506,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,2012,23,18,0,0,0,2F-1,0.0,1.0,,,es_1054
4507,4507,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,2012,28,17,0,0,0,,0.0,1.0,,,es_1053
4508,4508,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,2012,32,26,0,0,0,,0.0,1.0,,,es_413
4509,4509,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,2012,14,18,0,47,0,,0.0,1.0,,,es_1045
4510,4510,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,S,2012,29,29,0,0,0,2F-4,0.0,1.0,,,es_824
4511,4511,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,2012,16,19,0,0,0,,0.0,1.0,,,es_1057
4512,4512,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_172
4513,4513,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,0,13,20,0,0,0,,0.0,1.0,,,es_1047
4514,4514,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,0,0,0,0,0,0,,0.0,1.0,,,es_579
4515,4515,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,0,7,17,0,0,0,,0.0,1.0,,,es_443
4516,4516,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_171
4517,4517,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,2012,19,18,0,0,0,,0.0,1.0,,,es_365
4518,4518,2012,1,5537,POLITICA Y LEGISLACION PROFESIONAL,CGF-PLS09 ,10,1,2012,1,N,0,0,0,0,0,0,,0.0,1.0,,,es_1059
13047,5615,2012,2,5506,TOPOGRAFIA 2,CGF-PLS09 ,5,1,2012,2,N,0,14,8,2,0,0,,0.0,1.0,,,es_255
13048,5616,2012,2,5506,TOPOGRAFIA 2,CGF-PLS09 ,5,1,2012,2,N,2012,15,12,10,0,0,,0.0,0.0,,,es_414
13049,5617,2012,2,5506,TOPOGRAFIA 2,CGF-PLS09 ,5,1,2012,2,N,0,15,8,2,0,0,,0.0,1.0,,,es_1045
13050,5618,2012,2,5506,TOPOGRAFIA 2,CGF-PLS09 ,5,1,2012,2,N,2012,14,19,2,0,0,3F-1,0.0,0.0,,,es_829
13051,5619,2012,2,5506,TOPOGRAFIA 2,CGF-PLS09 ,5,1,2012,2,S,2012,16,21,10,0,0,1F-4,0.0,1.0,,,es_1046
13052,5620,2012,2,5506,TOPOGRAFIA 2,CGF-PLS09 ,5,1,2012,2,N,2012,13,20,2,0,0,,0.0,1.0,,,es_1047
13053,5621,2012,2,5506,TOPOGRAFIA 2,CGF-PLS09 ,5,1,2012,2,N,0,0,8,2,0,0,,0.0,1.0,,,es_579
13054,5622,2012,2,5506,TOPOGRAFIA 2,CGF-PLS09 ,5,1,2012,2,S,2012,19,23,10,0,0,1F-5,0.0,1.0,,,es_443
13055,5623,2012,2,5506,TOPOGRAFIA 2,CGF-PLS09 ,5,1,2012,2,N,2012,17,23,10,0,0,,0.0,1.0,,,es_365
13056,5624,2012,2,5507,SENSORES REMOTOS 1,CGF-175-09,5,1,2012,2,S,2012,21,24,10,0,0,2F-3,0.0,0.0,,,es_1048
13057,5625,2012,2,5507,SENSORES REMOTOS 1,CGF-175-09,5,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_1500
13058,5626,2012,2,5507,SENSORES REMOTOS 1,CGF-175-09,5,1,2012,2,S,2012,17,30,10,0,0,1F-5,0.0,1.0,,,es_1501
13059,5627,2012,2,5507,SENSORES REMOTOS 1,CGF-PLS09 ,5,1,2012,2,S,2012,7,31,10,0,0,1F-3,0.0,1.0,,,es_255
13060,5628,2012,2,5507,SENSORES REMOTOS 1,CGF-175-09,5,1,2012,2,S,2012,22,22,10,0,0,1F-5,0.0,1.0,,,es_1049
13061,5629,2012,2,5507,SENSORES REMOTOS 1,CGF-PLS09 ,5,1,2012,2,S,2012,22,26,10,0,0,1F-5,0.0,1.0,,,es_1046
13062,5630,2012,2,5507,SENSORES REMOTOS 1,CGF-PLS09 ,5,1,2012,2,S,2012,18,27,5,0,0,1F-5,0.0,1.0,,,es_365
13063,5631,2012,2,5507,SENSORES REMOTOS 1,CGF-175-09,5,1,2012,2,S,2012,11,25,10,0,0,1F-3,0.0,1.0,,,es_253
13064,5632,2012,2,5508,GEOLOGIA DEL PARAGUAY,CGF-PLS09 ,5,1,2012,2,S,2012,22,34,10,0,0,1F-5,0.0,1.0,,,es_255
13065,5633,2012,2,5508,GEOLOGIA DEL PARAGUAY,CGF-PLS09 ,5,1,2012,2,S,2012,17,34,10,0,0,1F-5,0.0,1.0,,,es_1054
13066,5634,2012,2,5508,GEOLOGIA DEL PARAGUAY,CGF-PLS09 ,5,1,2012,2,S,2012,23,31,10,0,0,1F-5,0.0,1.0,,,es_1045
13067,5635,2012,2,5508,GEOLOGIA DEL PARAGUAY,CGF-PLS09 ,5,1,2012,2,S,2012,23,34,10,0,0,1F-5,0.0,1.0,,,es_1046
13068,5636,2012,2,5508,GEOLOGIA DEL PARAGUAY,CGF-PLS09 ,5,1,2012,2,S,2012,17,31,10,0,0,1F-5,0.0,1.0,,,es_1047
13069,5637,2012,2,5508,GEOLOGIA DEL PARAGUAY,CGF-PLS09 ,5,1,2012,2,S,2012,23,31,10,0,0,1F-5,0.0,1.0,,,es_579
13070,5638,2012,2,5508,GEOLOGIA DEL PARAGUAY,CGF-PLS09 ,5,1,2012,2,S,2012,22,29,10,0,0,1F-5,0.0,1.0,,,es_1050
13071,5639,2012,2,5508,GEOLOGIA DEL PARAGUAY,CGF-PLS09 ,5,1,2012,2,S,2012,20,34,10,0,0,1F-5,0.0,1.0,,,es_443
13072,5640,2012,2,5509,FOTOGRAMETRIA 2,CGF-175-09,5,1,2012,2,S,2012,0,29,10,0,0,1F-4,0.0,1.0,,,es_1501
13073,5641,2012,2,5509,FOTOGRAMETRIA 2,CGF-PLS09 ,5,1,2012,2,S,2012,15,25,10,0,0,1F-4,0.0,1.0,,,es_255
13074,5642,2012,2,5509,FOTOGRAMETRIA 2,CGF-PLS09 ,5,1,2012,2,S,2012,22,25,10,0,0,1F-5,0.0,1.0,,,es_1046
13075,5643,2012,2,5509,FOTOGRAMETRIA 2,CGF-PLS09 ,5,1,2012,2,S,2012,23,17,10,0,0,1F-4,0.0,1.0,,,es_365
13076,5644,2012,2,5510,CARTOGRAFIA 1,CGF-PLS09 ,5,1,2012,2,N,0,20,0,0,0,0,,0.0,1.0,,,es_255
13077,5645,2012,2,5510,CARTOGRAFIA 1,CGF-PLS09 ,5,1,2012,2,S,2012,20,22,7,0,0,2F-2,0.0,1.0,,,es_414
13078,5646,2012,2,5510,CARTOGRAFIA 1,CGF-PLS09 ,5,1,2012,2,N,0,20,0,0,0,0,,0.0,1.0,,,es_1045
13079,5647,2012,2,5510,CARTOGRAFIA 1,CGF-PLS09 ,5,1,2012,2,S,2012,19,24,7,0,0,1F-3,0.0,1.0,,,es_1046
13080,5648,2012,2,5510,CARTOGRAFIA 1,CGF-PLS09 ,5,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_844
13081,5649,2012,2,5510,CARTOGRAFIA 1,CGF-PLS09 ,5,1,2012,2,N,0,18,12,7,0,0,,0.0,1.0,,,es_1047
13082,5650,2012,2,5510,CARTOGRAFIA 1,CGF-PLS09 ,5,1,2012,2,N,0,0,0,0,0,0,,0.0,1.0,,,es_579
13083,5651,2012,2,5510,CARTOGRAFIA 1,CGF-PLS09 ,5,1,2012,2,S,2012,27,22,7,0,0,1F-4,0.0,1.0,,,es_443
13084,5652,2012,2,5510,CARTOGRAFIA 1,CGF-PLS09 ,5,1,2012,2,S,2012,18,31,7,0,0,1F-4,0.0,1.0,,,es_365
13085,5653,2012,2,5511,GEOGRAFIA HUMANA,CGF-PLS09 ,5,1,2012,2,N,2012,24,22,10,0,0,,0.0,1.0,,,es_443
13086,5654,2012,2,5518,ECONOMIA POLITICA,CGF-PLS09 ,7,1,2012,2,S,2012,25,25,10,0,0,1F-5,0.0,1.0,,,es_1051
13087,5655,2012,2,5519,CARTOGRAFIA DIGITAL APLICADA,CGF-175-09,7,1,2012,2,S,2012,14,9,0,36,0,2F-2,0.0,0.0,,,es_1048
13088,5656,2012,2,5519,CARTOGRAFIA DIGITAL APLICADA,CGF-175-09,7,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_1500
13089,5657,2012,2,5519,CARTOGRAFIA DIGITAL APLICADA,CGF-175-09,7,1,2012,2,S,2012,16,19,7,0,0,1F-4,0.0,0.0,,,es_1501
13090,5658,2012,2,5519,CARTOGRAFIA DIGITAL APLICADA,CGF-175-09,7,1,2012,2,S,2012,15,27,7,0,0,2F-4,0.0,0.0,,,es_1049
13091,5659,2012,2,5519,CARTOGRAFIA DIGITAL APLICADA,CGF-PLS09 ,7,1,2012,2,S,2012,20,21,7,0,0,2F-4,0.0,0.0,,,es_824
13092,5660,2012,2,5519,CARTOGRAFIA DIGITAL APLICADA,CGF-PLS09 ,7,1,2012,2,S,2012,16,29,7,0,0,1F-4,0.0,0.0,,,es_1050
13093,5661,2012,2,5519,CARTOGRAFIA DIGITAL APLICADA,CGF-175-09,7,1,2012,2,S,2012,12,16,7,0,0,1F-3,0.0,0.0,,,es_253
13094,5662,2012,2,5520,GEODESIA SATELITAL,CGF-175-09,7,1,2012,2,S,2012,12,22,10,0,0,2F-2,0.0,0.0,,,es_1048
13095,5663,2012,2,5520,GEODESIA SATELITAL,CGF-175-09,7,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_1500
13096,5664,2012,2,5520,GEODESIA SATELITAL,CGF-175-09,7,1,2012,2,S,2012,12,15,9,0,0,2F-3,0.0,1.0,,,es_1501
13097,5665,2012,2,5520,GEODESIA SATELITAL,CGF-175-09,7,1,2012,2,S,2012,9,20,10,0,0,2F-3,0.0,0.0,,,es_1049
13098,5666,2012,2,5520,GEODESIA SATELITAL,CGF-175-09,7,1,2012,2,S,2012,13,22,9,0,0,1F-4,0.0,1.0,,,es_170
13099,5667,2012,2,5520,GEODESIA SATELITAL,CGF-PLS09 ,7,1,2012,2,S,2012,10,27,10,0,0,2F-5,0.0,1.0,,,es_824
13100,5668,2012,2,5520,GEODESIA SATELITAL,CGF-PLS09 ,7,1,2012,2,S,2012,14,24,10,0,0,1F-3,0.0,1.0,,,es_1050
13101,5669,2012,2,5520,GEODESIA SATELITAL,CGF-175-09,7,1,2012,2,S,2012,9,21,10,0,0,1F-3,0.0,1.0,,,es_253
13102,5670,2012,2,5521,METEOROLOGIA Y CLIMATOLOGIA,CGF-PLS09 ,7,1,2012,2,S,2012,15,33,8,0,0,1F-5,0.0,1.0,,,es_1055
13103,5671,2012,2,5522,ESTUDIOS DE SUELOS,CGF-175-09,7,1,2012,2,S,2012,17,25,5,0,0,1F-4,0.0,1.0,,,es_1048
13104,5672,2012,2,5522,ESTUDIOS DE SUELOS,CGF-175-09,7,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_1500
13105,5673,2012,2,5522,ESTUDIOS DE SUELOS,CGF-PLS09 ,7,1,2012,2,S,2012,11,5,5,0,0,3F-2,0.0,1.0,,,es_255
13106,5674,2012,2,5522,ESTUDIOS DE SUELOS,CGF-PLS09 ,7,1,2012,2,S,2012,14,18,10,0,0,1F-4,0.0,1.0,,,es_1054
13107,5675,2012,2,5522,ESTUDIOS DE SUELOS,CGF-PLS09 ,7,1,2012,2,S,2012,4,23,10,0,0,1F-3,0.0,1.0,,,es_414
13108,5676,2012,2,5522,ESTUDIOS DE SUELOS,CGF-PLS09 ,7,1,2012,2,S,2012,10,10,5,0,0,3F-4,0.0,1.0,,,es_1045
13109,5677,2012,2,5522,ESTUDIOS DE SUELOS,CGF-PLS09 ,7,1,2012,2,S,2011,0,0,0,0,0,1F-5,0.0,0.0,,,es_1055
13110,5678,2012,2,5522,ESTUDIOS DE SUELOS,CGF-PLS09 ,7,1,2012,2,S,2012,14,25,10,0,0,1F-5,0.0,1.0,,,es_1046
13111,5679,2012,2,5522,ESTUDIOS DE SUELOS,CGF-PLS09 ,7,1,2012,2,S,2012,14,23,10,0,0,1F-4,0.0,1.0,,,es_1047
13112,5680,2012,2,5522,ESTUDIOS DE SUELOS,CGF-PLS09 ,7,1,2012,2,N,0,7,13,5,0,0,,0.0,1.0,,,es_579
13113,5681,2012,2,5522,ESTUDIOS DE SUELOS,CGF-PLS09 ,7,1,2012,2,S,2012,14,32,10,0,0,1F-5,0.0,1.0,,,es_1050
13114,5682,2012,2,5522,ESTUDIOS DE SUELOS,CGF-PLS09 ,7,1,2012,2,N,0,0,14,10,0,0,,0.0,1.0,,,es_443
13115,5683,2012,2,5528,FORM. Y EVAL. DE PROYECTOS,CGF-PLS09 ,9,1,2012,2,S,2012,9,27,10,0,0,2F-5,0.0,1.0,,,es_1101
13116,5684,2012,2,5528,FORM. Y EVAL. DE PROYECTOS,CGF-PLS09 ,9,1,2012,2,S,2012,16,21,10,0,0,3F-3,0.0,1.0,,,es_1051
13117,5685,2012,2,5528,FORM. Y EVAL. DE PROYECTOS,CGF-PLS09 ,9,1,2012,2,S,2012,7,13,10,38,0,2F-4,0.0,1.0,,,es_1052
13118,5686,2012,2,5528,FORM. Y EVAL. DE PROYECTOS,CGF-PLS09 ,9,1,2012,2,N,2012,11,21,10,0,0,,0.0,1.0,,,es_1056
13119,5687,2012,2,5528,FORM. Y EVAL. DE PROYECTOS,CGF-PLS09 ,9,1,2012,2,N,0,4,0,0,0,0,,0.0,1.0,,,es_411
13120,5688,2012,2,5528,FORM. Y EVAL. DE PROYECTOS,CGF-PLS09 ,9,1,2012,2,S,2012,21,31,10,0,0,1F-5,0.0,1.0,,,es_248
13121,5689,2012,2,5528,FORM. Y EVAL. DE PROYECTOS,CGF-PLS09 ,9,1,2012,2,N,0,7,17,10,0,0,,0.0,1.0,,,es_171
13122,5690,2012,2,5528,FORM. Y EVAL. DE PROYECTOS,CGF-PLS09 ,9,1,2012,2,N,2012,13,28,10,0,0,,0.0,1.0,,,es_1473
13123,5691,2012,2,5528,FORM. Y EVAL. DE PROYECTOS,CGF-PLS09 ,9,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_1474
13124,5692,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-PLS09 ,9,1,2012,2,S,2011,0,0,0,0,0,2F-5,0.0,0.0,,,es_1051
13125,5693,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-PLS09 ,9,1,2012,2,S,2011,0,0,0,0,0,2F-4,0.0,0.0,,,es_822
13126,5694,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-175-09,9,1,2012,2,N,0,14,0,0,0,0,,0.0,0.0,,,es_1048
13127,5695,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-175-09,9,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_1500
13128,5696,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-175-09,9,1,2012,2,S,2012,14,22,0,0,0,2F-5,0.0,1.0,,,es_1501
13129,5697,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-175-09,9,1,2012,2,S,2012,13,22,0,0,0,1F-2,0.0,1.0,,,es_1049
13130,5698,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-PLS09 ,9,1,2012,2,S,2011,0,0,0,0,0,1F-4,0.0,0.0,,,es_411
13131,5699,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-PLS09 ,9,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_824
13132,5700,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-PLS09 ,9,1,2012,2,S,2012,13,23,0,0,0,1F-2,0.0,1.0,,,es_1057
13133,5701,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-PLS09 ,9,1,2012,2,N,0,0,0,0,0,0,,0.0,1.0,,,es_172
13134,5702,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-PLS09 ,9,1,2012,2,N,0,14,0,0,0,0,,0.0,1.0,,,es_171
13135,5703,2012,2,5529,INTRODUCCION A LA CIENCIA AMBIENTAL,CGF-175-09,9,1,2012,2,S,2012,15,21,0,0,0,2F-4,0.0,1.0,,,es_253
13136,5704,2012,2,5530,INTRODUCCION AL ORDENAMIENTO TERRITORIAL,CGF-PLS09 ,9,1,2012,2,S,2012,0,0,0,0,0,1F-5,0.0,0.0,,,es_1052
13137,5705,2012,2,5530,INTRODUCCION AL ORDENAMIENTO TERRITORIAL,CGF-PLS09 ,9,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_172
13138,5706,2012,2,5530,INTRODUCCION AL ORDENAMIENTO TERRITORIAL,CGF-PLS09 ,9,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_171
13139,5707,2012,2,5531,AEROTRIANGULACION,CGF-PLS09 ,9,1,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_171
13140,5708,2012,2,5532,CONTABILIDAD Y ADM. FINANCIERA,CGF-PLS09 ,9,2,2012,2,N,0,0,0,0,0,0,,0.0,0.0,,,es_1056
13141,5709,2012,2,5532,CONTABILIDAD Y ADM. FINANCIERA,CGF-PLS09 ,9,2,2012,2,N,0,7,5,4,0,0,,0.0,1.0,,,es_171
13142,5710,2012,2,5536,ADMINISTRACION DE EMPRESAS,CGF-PLS09 ,10,2,2012,2,S,2012,20,19,6,0,0,1F-2,0.0,1.0,,,es_828
13143,5711,2012,2,5536,ADMINISTRACION DE EMPRESAS,CGF-PLS09 ,10,2,2012,2,S,2012,20,14,5,0,0,2F-2,0.0,1.0,,,es_1051
13144,5712,2012,2,5536,ADMINISTRACION DE EMPRESAS,CGF-PLS09 ,10,2,2012,2,N,0,20,8,1,21,0,,0.0,1.0,,,es_414
